task_id,department,planner_type,task_name,equipment_or_item_id,activity_type,frequency,due_type,due_date,report_due_date,last_done_date,action_done_date,action_status,report_done_date,report_status,responsible_email,report_link,rescheduled_from,reschedule_reason,remarks,source_file
ENG-PM-125-20260322,Engineering,Preventive Maintenance,PM - AHU-30,UTL/04167,preventive_maintenance,monthly,specific_date,2026-03-22,2026-04-01,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY/Y; source sheet: PM AHU II,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-126-20260322,Engineering,Preventive Maintenance,PM - AHU-31,UTL/04168,preventive_maintenance,monthly,specific_date,2026-03-22,2026-04-01,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY/Y; source sheet: PM AHU II,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-127-20260322,Engineering,Preventive Maintenance,PM - Manufacturing Tank SS.316 L,PRE/01002,preventive_maintenance,quarterly,specific_date,2026-03-22,2026-04-01,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-128-20260322,Engineering,Preventive Maintenance,PM - Liquid Storage Tank SS.316 L,PRE/01003,preventive_maintenance,quarterly,specific_date,2026-03-22,2026-04-01,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-129-20260322,Engineering,Preventive Maintenance,PM - Sucrose Syrup MFG. Tank - 2KL,PRE/01165,preventive_maintenance,quarterly,specific_date,2026-03-22,2026-04-01,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-130-20260322,Engineering,Preventive Maintenance,PM - Liquid Storage Tank,PRE/01004,preventive_maintenance,quarterly,specific_date,2026-03-22,2026-04-01,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-131-20260322,Engineering,Preventive Maintenance,PM - Liquid Storage Tank,PRE/01005,preventive_maintenance,quarterly,specific_date,2026-03-22,2026-04-01,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-147-20260322,Engineering,Preventive Maintenance,PM - 650 Lit Manufacturing Tank S. S. 316 L,PRE/01029,preventive_maintenance,quarterly,specific_date,2026-03-22,2026-04-01,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-178-20260322,Engineering,Preventive Maintenance,PM - Pre Mixing Vessel – 1,PRE/01162,preventive_maintenance,monthly,specific_date,2026-03-22,2026-04-01,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-179-20260322,Engineering,Preventive Maintenance,PM - Pre Mixing Vessel – 2,PRE/01163,preventive_maintenance,monthly,specific_date,2026-03-22,2026-04-01,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-221-20260322,Engineering,Preventive Maintenance,PM - Manufacturing Tank -10kl,PRE/01077,preventive_maintenance,quarterly,specific_date,2026-03-22,2026-04-01,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION II,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-222-20260322,Engineering,Preventive Maintenance,PM - Manufacturing Tank,PRE/01078,preventive_maintenance,quarterly,specific_date,2026-03-22,2026-04-01,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION II,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-223-20260322,Engineering,Preventive Maintenance,PM - Liquid Storage Tank,PRE/01079,preventive_maintenance,quarterly,specific_date,2026-03-22,2026-04-01,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION II,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-224-20260322,Engineering,Preventive Maintenance,PM - Liquid Storage Tank,PRE/01080,preventive_maintenance,quarterly,specific_date,2026-03-22,2026-04-01,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION II,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-235-20260322,Engineering,Preventive Maintenance,PM - Premixing Vessel – 1,PRE/01099,preventive_maintenance,quarterly,specific_date,2026-03-22,2026-04-01,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION II,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-236-20260322,Engineering,Preventive Maintenance,PM - Premixing Vessel – 2,PRE/01100,preventive_maintenance,quarterly,specific_date,2026-03-22,2026-04-01,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION II,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-237-20260322,Engineering,Preventive Maintenance,PM - Sucrose Syrup Manufacturing Tank,PRE/01101,preventive_maintenance,quarterly,specific_date,2026-03-22,2026-04-01,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION II,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-241-20260322,Engineering,Preventive Maintenance,PM - Sugar Transfer Bin,PRE/01123,preventive_maintenance,quarterly,specific_date,2026-03-22,2026-04-01,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION II,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-245-20260322,Engineering,Preventive Maintenance,PM - Manufacturing Vessel,PRE/01159,preventive_maintenance,quarterly,specific_date,2026-03-22,2026-04-01,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION II,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-246-20260322,Engineering,Preventive Maintenance,PM - Storage Vessel,PRE/01160,preventive_maintenance,quarterly,specific_date,2026-03-22,2026-04-01,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION II,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-247-20260322,Engineering,Preventive Maintenance,PM - Storage Vessel,PRE/01161,preventive_maintenance,quarterly,specific_date,2026-03-22,2026-04-01,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION II,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-164-20260329,Engineering,Preventive Maintenance,PM - Storage Tank SS.316 L,PRE/01067,preventive_maintenance,quarterly,specific_date,2026-03-29,2026-04-08,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-168-20260329,Engineering,Preventive Maintenance,PM - Manufacturing Tank SS.316 L,PRE/01071,preventive_maintenance,quarterly,specific_date,2026-03-29,2026-04-08,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-180-20260329,Engineering,Preventive Maintenance,PM - Manufacturing Tank,PRE/01164,preventive_maintenance,quarterly,specific_date,2026-03-29,2026-04-08,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-206-20260329,Engineering,Preventive Maintenance,PM - Liquid Storage Tank,PRE/01209,preventive_maintenance,quarterly,specific_date,2026-03-29,2026-04-08,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-215-20260329,Engineering,Preventive Maintenance,PM - Liquid Storage Tank – 5 KL,PRE/01211,preventive_maintenance,quarterly,specific_date,2026-03-29,2026-04-08,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-001-20260405,Engineering,Preventive Maintenance,PM - PW Generation Plant RO Water Plant,UTL/04001,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY; source sheet: PM UTILITY,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-002-20260405,Engineering,Preventive Maintenance,PM - PW water skid & Recirculation system 00,UTL/04002,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY; source sheet: PM UTILITY,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-003-20260405,Engineering,Preventive Maintenance,PM - PW Water Skid & Recirculation System 01,UTL/04003,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY; source sheet: PM UTILITY,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-004-20260405,Engineering,Preventive Maintenance,PM - Effluent Treatment Plant,UTL/04017,preventive_maintenance,quarterly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q/HY; source sheet: PM UTILITY,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-044-20260405,Engineering,Preventive Maintenance,PM - Garment Washing Machine,UTL/04211,preventive_maintenance,quarterly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM UTILITY,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-046-20260405,Engineering,Preventive Maintenance,PM - Garment Steam Dryer,UTL/04213,preventive_maintenance,quarterly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM UTILITY,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-047-20260405,Engineering,Preventive Maintenance,PM - Water Softener Plant,UTL/04214,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/HY/Y; source sheet: PM UTILITY,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-071-20260405,Engineering,Preventive Maintenance,PM - AHU-1,UTL/04227,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY/Y; source sheet: PM AHU I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-072-20260405,Engineering,Preventive Maintenance,PM - AHU-2,UTL/04228,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY/Y; source sheet: PM AHU I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-073-20260405,Engineering,Preventive Maintenance,PM - AHU-3,UTL/04229,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY/Y; source sheet: PM AHU I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-074-20260405,Engineering,Preventive Maintenance,PM - AHU-4,UTL/04230,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY/Y; source sheet: PM AHU I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-075-20260405,Engineering,Preventive Maintenance,PM - AHU-5,UTL/04231,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY/Y; source sheet: PM AHU I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-076-20260405,Engineering,Preventive Maintenance,PM - AHU-6,UTL/04232,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY/Y; source sheet: PM AHU I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-077-20260405,Engineering,Preventive Maintenance,PM - AHU-7,UTL/04233,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY/Y; source sheet: PM AHU I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-078-20260405,Engineering,Preventive Maintenance,PM - AHU-8,UTL/04234,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY/Y; source sheet: PM AHU I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-079-20260405,Engineering,Preventive Maintenance,PM - AHU-9,UTL/04235,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY/Y; source sheet: PM AHU I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-080-20260405,Engineering,Preventive Maintenance,PM - AHU-10,UTL/04236,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY/Y; source sheet: PM AHU I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-081-20260405,Engineering,Preventive Maintenance,PM - AHU-11A,UTL/04237,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY/Y; source sheet: PM AHU I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-082-20260405,Engineering,Preventive Maintenance,PM - AHU-12A,UTL/04238,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY/Y; source sheet: PM AHU I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-083-20260405,Engineering,Preventive Maintenance,PM - AHU-13,UTL/04239,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY/Y; source sheet: PM AHU I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-084-20260405,Engineering,Preventive Maintenance,PM - AHU-14,UTL/04240,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY/Y; source sheet: PM AHU I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-085-20260405,Engineering,Preventive Maintenance,PM - AHU-15,UTL/04241,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY/Y; source sheet: PM AHU I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-134-20260405,Engineering,Preventive Maintenance,PM - 96 Station Rotary Bottle Washing Machine,PRE/01008,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-135-20260405,Engineering,Preventive Maintenance,PM - 6-Head Volumetric Bottle Filling & ROPP Cap Sealing Machine (MONO-BLOCK),PRE/01009,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-136-20260405,Engineering,Preventive Maintenance,PM - Automatic Bottle Labeling Machine-I,PRE/01013,preventive_maintenance,quarterly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-137-20260405,Engineering,Preventive Maintenance,PM - Automatic Bottle Labeling Machine-II,PRE/01014,preventive_maintenance,quarterly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-138-20260405,Engineering,Preventive Maintenance,PM - Self Adhesive Labeling Machine(Round Bottle),PRE/01015,preventive_maintenance,quarterly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-156-20260405,Engineering,Preventive Maintenance,PM - GMP Model 4 head Filling Machine,PRE/01054,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-157-20260405,Engineering,Preventive Maintenance,PM - Self Adhesive Labeling Machine (Flat Bottle),PRE/01055,preventive_maintenance,quarterly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-158-20260405,Engineering,Preventive Maintenance,PM - Single Head Cap Sealing Machine,PRE/01056,preventive_maintenance,quarterly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-172-20260405,Engineering,Preventive Maintenance,PM - Bottle Washing Machine – III,PRE/01105,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-175-20260405,Engineering,Preventive Maintenance,PM - Domino Inkjet Barcode Printing Machine,PRE/01124,preventive_maintenance,quarterly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-176-20260405,Engineering,Preventive Maintenance,PM - Single Head Filling Machine,PRE/01149,preventive_maintenance,quarterly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-181-20260405,Engineering,Preventive Maintenance,PM - 8 Head Volumetric Bottle Filling Machine,PRE/01166,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-182-20260405,Engineering,Preventive Maintenance,PM - 6 Head ROPP Cap Sealing Machine,PRE/01167,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-192-20260405,Engineering,Preventive Maintenance,PM - 96 Station Rotary Bottle Washing Machine,PRE/01180,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-193-20260405,Engineering,Preventive Maintenance,PM - 8 Head Volumetric Bottle Filling Machine,PRE/01181,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-194-20260405,Engineering,Preventive Maintenance,PM - 6 Head ROPP Cap Sealing Machine,PRE/01182,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-207-20260405,Engineering,Preventive Maintenance,PM - 6 Head ROPP Cap Sealing machine,PRE/01010,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-208-20260405,Engineering,Preventive Maintenance,PM - 96 Station Rotary Bottle Washing Machine,PRE/01011,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-209-20260405,Engineering,Preventive Maintenance,PM - 6 Head Volumetric Bottle Filling Machine,PRE/01012,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-216-20260405,Engineering,Preventive Maintenance,PM - Packing Conveyor belt – IV,PRE/01188,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY/Y; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-217-20260405,Engineering,Preventive Maintenance,PM - Self Adhesive Labeling Machine,PRE/01171,preventive_maintenance,quarterly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-218-20260405,Engineering,Preventive Maintenance,PM - Self Adhesive Labeling Machine,PRE/01186,preventive_maintenance,quarterly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-251-20260405,Engineering,Preventive Maintenance,PM - Automatic Bottle Labeling Machine -III,PRE/01032,preventive_maintenance,quarterly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION II,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-260-20260405,Engineering,Preventive Maintenance,PM - Automatic Sleeving Machine,PRE/01261,preventive_maintenance,monthly,specific_date,2026-04-05,2026-04-15,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/HY; source sheet: PM PRODUCTION II,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-013-20260412,Engineering,Preventive Maintenance,PM - Boiler,UTL/04058,preventive_maintenance,monthly,specific_date,2026-04-12,2026-04-22,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY/Y; source sheet: PM UTILITY,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-018-20260412,Engineering,Preventive Maintenance,PM - Boiler,UTL/04174,preventive_maintenance,monthly,specific_date,2026-04-12,2026-04-22,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY/Y; source sheet: PM UTILITY,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-045-20260412,Engineering,Preventive Maintenance,PM - Garment Extractor,UTL/04212,preventive_maintenance,quarterly,specific_date,2026-04-12,2026-04-22,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM UTILITY,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-086-20260412,Engineering,Preventive Maintenance,PM - AHU-16,UTL/04242,preventive_maintenance,monthly,specific_date,2026-04-12,2026-04-22,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY/Y; source sheet: PM AHU I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-087-20260412,Engineering,Preventive Maintenance,PM - AHU-17,UTL/04243,preventive_maintenance,monthly,specific_date,2026-04-12,2026-04-22,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY/Y; source sheet: PM AHU I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-088-20260412,Engineering,Preventive Maintenance,PM - AHU-18,UTL/04244,preventive_maintenance,monthly,specific_date,2026-04-12,2026-04-22,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY/Y; source sheet: PM AHU I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-089-20260412,Engineering,Preventive Maintenance,PM - AHU-19,UTL/04245,preventive_maintenance,monthly,specific_date,2026-04-12,2026-04-22,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY/Y; source sheet: PM AHU I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-090-20260412,Engineering,Preventive Maintenance,PM - AHU-20,UTL/04246,preventive_maintenance,monthly,specific_date,2026-04-12,2026-04-22,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY/Y; source sheet: PM AHU I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-091-20260412,Engineering,Preventive Maintenance,PM - AHU-11,UTL/04124,preventive_maintenance,monthly,specific_date,2026-04-12,2026-04-22,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY/Y; source sheet: PM AHU I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-092-20260412,Engineering,Preventive Maintenance,PM - AHU-12,UTL/04125,preventive_maintenance,monthly,specific_date,2026-04-12,2026-04-22,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY/Y; source sheet: PM AHU I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-093-20260412,Engineering,Preventive Maintenance,PM - AHU-21,UTL/04250,preventive_maintenance,monthly,specific_date,2026-04-12,2026-04-22,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY/Y; source sheet: PM AHU I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-094-20260412,Engineering,Preventive Maintenance,PM - AHU-22,UTL/04251,preventive_maintenance,monthly,specific_date,2026-04-12,2026-04-22,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY/Y; source sheet: PM AHU I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-095-20260412,Engineering,Preventive Maintenance,PM - AHU-23,UTL/04252,preventive_maintenance,monthly,specific_date,2026-04-12,2026-04-22,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q/HY/Y; source sheet: PM AHU I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-132-20260412,Engineering,Preventive Maintenance,PM - In Line Homogenizer,PRE/01006,preventive_maintenance,monthly,specific_date,2026-04-12,2026-04-22,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: M/Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
ENG-PM-133-20260412,Engineering,Preventive Maintenance,PM - Sucrose Transfer System,PRE/01007,preventive_maintenance,quarterly,specific_date,2026-04-12,2026-04-22,,,pending,,pending,engineering@enicarpharma.com,,,,raw freq: Q; source sheet: PM PRODUCTION I,Engineering/Preventive Maintenance Planner 2026.xlsx
