task_id,department,planner_type,task_name,equipment_or_item_id,activity_type,frequency,due_type,due_date,report_due_date,last_done_date,action_done_date,action_status,report_done_date,report_status,responsible_email,report_link,rescheduled_from,reschedule_reason,remarks,source_file
QA-VMP1-018-20260519,QA,VMP Annexure 1,Dispensing Booth (solvent),STE03002,validation,half-yearly,specific_date,2026-05-19,2026-05-29,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 1; raw frequency 'Twice in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP1-018-20261118,QA,VMP Annexure 1,Dispensing Booth (solvent),STE03002,validation,half-yearly,specific_date,2026-11-18,2026-11-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 1; raw frequency 'Twice in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP1-019-20260519,QA,VMP Annexure 1,Sampling Booth (solvent),ste03072,validation,half-yearly,specific_date,2026-05-19,2026-05-29,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 1; raw frequency 'Twice in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP1-019-20261118,QA,VMP Annexure 1,Sampling Booth (solvent),ste03072,validation,half-yearly,specific_date,2026-11-18,2026-11-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 1; raw frequency 'Twice in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP1-020-20260519,QA,VMP Annexure 1,Sampling booth (Packing material),STE 03073,validation,half-yearly,specific_date,2026-05-19,2026-05-29,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 1; raw frequency 'Twice in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP1-020-20261118,QA,VMP Annexure 1,Sampling booth (Packing material),STE 03073,validation,half-yearly,specific_date,2026-11-18,2026-11-28,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 1; raw frequency 'Twice in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP1-021-20261006,QA,VMP Annexure 1,Torque Tester,PRE 01215,calibration,yearly,specific_date,2026-10-06,2026-10-16,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 1; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP1-022-20260603,QA,VMP Annexure 1,Refrigerator,STE 03014,validation,yearly,specific_date,2026-06-03,2026-06-13,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 1; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP1-023-20260510,QA,VMP Annexure 1,GDT Series Master Clock with display,GPS-C1 to GPS-C15 GPS-C17 to GPS-C19,verification,yearly,specific_date,2026-05-10,2026-05-20,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 1; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-001-20290906,QA,VMP Annexure 2,Manufacturing Tank 3000 ltr,PRE 01002,re-qualification,five-yearly,specific_date,2029-09-06,2029-09-16,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-002-20290907,QA,VMP Annexure 2,Sucrose Syrup Manufacturing Tank 2000 ltr,PRE 01165,re-qualification,five-yearly,specific_date,2029-09-07,2029-09-17,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-003-20290909,QA,VMP Annexure 2,Manufacturing Tank 1500 ltr,PRE 01164,re-qualification,five-yearly,specific_date,2029-09-09,2029-09-19,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-004-20291205,QA,VMP Annexure 2,Manufacturing Tank 1000 kg.,PRE 1175,re-qualification,five-yearly,specific_date,2029-12-05,2029-12-15,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-005-20290608,QA,VMP Annexure 2,Wax Phase Vessel 750 ltr,PRE 1173,re-qualification,five-yearly,specific_date,2029-06-08,2029-06-18,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-006-20290610,QA,VMP Annexure 2,Water Phase Vessel 750 ltr,PRE 1174,re-qualification,five-yearly,specific_date,2029-06-10,2029-06-20,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-007-20290909,QA,VMP Annexure 2,Liquid Storage Tank 3000 Ltrs,PRE 01004,re-qualification,five-yearly,specific_date,2029-09-09,2029-09-19,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-008-20290910,QA,VMP Annexure 2,Liquid Storage Tank 1500 Ltrs,PRE 01003,re-qualification,five-yearly,specific_date,2029-09-10,2029-09-20,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-009-20290911,QA,VMP Annexure 2,Liquid Storage Tank 1500 Ltrs,PRE 01005,re-qualification,five-yearly,specific_date,2029-09-11,2029-09-21,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-010-20290812,QA,VMP Annexure 2,Storage Tank SS.316 L 1500 Ltrs.,PRE 01067,re-qualification,five-yearly,specific_date,2029-08-12,2029-08-22,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-011-20290814,QA,VMP Annexure 2,Storage Tank 5000 ltr,PRE 01211,re-qualification,five-yearly,specific_date,2029-08-14,2029-08-24,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-012-20290606,QA,VMP Annexure 2,Non-Jacketed Storage Tank 1000 kg,PRE 1177,re-qualification,five-yearly,specific_date,2029-06-06,2029-06-16,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-013-20290711,QA,VMP Annexure 2,Storage Jacketed Vessel 1000 kg,PRE 01176,re-qualification,five-yearly,specific_date,2029-07-11,2029-07-21,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-014-20290906,QA,VMP Annexure 2,96 Station Rotary Bottle Washing Machine,PRE 01008,re-qualification,five-yearly,specific_date,2029-09-06,2029-09-16,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-015-20290906,QA,VMP Annexure 2,96 Station Rotary Bottle Washing Machine,PRE 01011,re-qualification,five-yearly,specific_date,2029-09-06,2029-09-16,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-016-20290808,QA,VMP Annexure 2,Bottle Washing Machine,PRE 01105,re-qualification,five-yearly,specific_date,2029-08-08,2029-08-18,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-017-20290808,QA,VMP Annexure 2,96 Station Rotary Bottle Washing Machine,PRE 01180,re-qualification,five-yearly,specific_date,2029-08-08,2029-08-18,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-018-20290906,QA,VMP Annexure 2,6-Head Volumetric Bottle Filling & ROPP Cap Sealing Machine (MONO-BLOCK),PRE 01009,re-qualification,five-yearly,specific_date,2029-09-06,2029-09-16,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-019-20290906,QA,VMP Annexure 2,6-Head Volumetric Bottle Filling Machine,PRE 01012,re-qualification,five-yearly,specific_date,2029-09-06,2029-09-16,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-020-20290906,QA,VMP Annexure 2,GMP Model 4 head Filling Machine,PRE 01054,re-qualification,five-yearly,specific_date,2029-09-06,2029-09-16,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-021-20290808,QA,VMP Annexure 2,8 Head Volumetric Bottle Filling Machine,PRE 01181,re-qualification,five-yearly,specific_date,2029-08-08,2029-08-18,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-022-20290808,QA,VMP Annexure 2,8 Head Volumetric Bottle Filling Machine,PRE 01166,re-qualification,five-yearly,specific_date,2029-08-08,2029-08-18,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-023-20290909,QA,VMP Annexure 2,Tube Filling & Sealing Machine,PRE 1178,re-qualification,five-yearly,specific_date,2029-09-09,2029-09-19,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-024-20290906,QA,VMP Annexure 2,6 Head ROPP Cap Sealing Machine,PRE 01010,re-qualification,five-yearly,specific_date,2029-09-06,2029-09-16,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-025-20290808,QA,VMP Annexure 2,6 Head ROPP Cap Sealing Machine,PRE 01182,re-qualification,five-yearly,specific_date,2029-08-08,2029-08-18,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-026-20290808,QA,VMP Annexure 2,6 Head ROPP Cap Sealing Machine,PRE 01167,re-qualification,five-yearly,specific_date,2029-08-08,2029-08-18,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-027-20290905,QA,VMP Annexure 2,Sachets Filling and Sealing Machine - I,PRE 1065,re-qualification,five-yearly,specific_date,2029-09-05,2029-09-15,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-028-20290905,QA,VMP Annexure 2,Sachets Filling and Selling Machine - II,PRE 1066,re-qualification,five-yearly,specific_date,2029-09-05,2029-09-15,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-029-20290905,QA,VMP Annexure 2,Sachets Filling and Selling Machine - III,PRE 1070,re-qualification,five-yearly,specific_date,2029-09-05,2029-09-15,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-030-20290905,QA,VMP Annexure 2,Sachets Filling and Selling Machine - IV,PRE 1075,re-qualification,five-yearly,specific_date,2029-09-05,2029-09-15,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-031-20290905,QA,VMP Annexure 2,Sachets Filling and Selling Machine - V,PRE 1076,re-qualification,five-yearly,specific_date,2029-09-05,2029-09-15,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-032-20290905,QA,VMP Annexure 2,Sachets Filling and Selling Machine - VI,PRE 1169,re-qualification,five-yearly,specific_date,2029-09-05,2029-09-15,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-033-20290905,QA,VMP Annexure 2,Sachets Filling and Selling Machine - VII,PRE 1170,re-qualification,five-yearly,specific_date,2029-09-05,2029-09-15,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Once in a Five year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-034-20260602,QA,VMP Annexure 2,"Dynamic Pass box (Production Area ) 01190, &",PRE PRE 1191 PRE 1192,validation,half-yearly,specific_date,2026-06-02,2026-06-12,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Twice in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-034-20261201,QA,VMP Annexure 2,"Dynamic Pass box (Production Area ) 01190, &",PRE PRE 1191 PRE 1192,validation,half-yearly,specific_date,2026-12-01,2026-12-11,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Twice in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-035-20260602,QA,VMP Annexure 2,"Dynamic Pass box (ointment decartoning) 01193, &",PRE pre 1194 pre 1195,validation,half-yearly,specific_date,2026-06-02,2026-06-12,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Twice in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-035-20261201,QA,VMP Annexure 2,"Dynamic Pass box (ointment decartoning) 01193, &",PRE pre 1194 pre 1195,validation,half-yearly,specific_date,2026-12-01,2026-12-11,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Twice in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-036-20260602,QA,VMP Annexure 2,Dynamic Pass box (External Mfg.),PRE 1197,validation,half-yearly,specific_date,2026-06-02,2026-06-12,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Twice in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-036-20261201,QA,VMP Annexure 2,Dynamic Pass box (External Mfg.),PRE 1197,validation,half-yearly,specific_date,2026-12-01,2026-12-11,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Twice in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-037-20260602,QA,VMP Annexure 2,Dynamic Pass box (decartoning area) &,PRE 1200 pre 1201,validation,half-yearly,specific_date,2026-06-02,2026-06-12,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Twice in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-037-20261201,QA,VMP Annexure 2,Dynamic Pass box (decartoning area) &,PRE 1200 pre 1201,validation,half-yearly,specific_date,2026-12-01,2026-12-11,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Twice in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-038-20260602,QA,VMP Annexure 2,Dynamic Pass box (decartoning area) &,PRE 1216 pre 1217,validation,half-yearly,specific_date,2026-06-02,2026-06-12,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Twice in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-038-20261201,QA,VMP Annexure 2,Dynamic Pass box (decartoning area) &,PRE 1216 pre 1217,validation,half-yearly,specific_date,2026-12-01,2026-12-11,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'Twice in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-039-20261007,QA,VMP Annexure 2,Torque Tester,PRE 1214,calibration,yearly,specific_date,2026-10-07,2026-10-17,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP2-040-20260606,QA,VMP Annexure 2,Clock-18,to,calibration,yearly,specific_date,2026-06-06,2026-06-16,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 2; raw frequency 'once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-001-20260928,QA,VMP Annexure 3,Electronic Digital Vernier Caliper,QCI / 02002,calibration,yearly,specific_date,2026-09-28,2026-10-08,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-002-20260603,QA,VMP Annexure 3,pH Meter Digital,QCI / 02115,calibration,yearly,specific_date,2026-06-03,2026-06-13,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-004-20260428,QA,VMP Annexure 3,Oven,QCI / 02012,validation,yearly,specific_date,2026-04-28,2026-05-08,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-005-20260428,QA,VMP Annexure 3,Muffle Furnace,QCI / 02016,validation,yearly,specific_date,2026-04-28,2026-05-08,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-006-20260603,QA,VMP Annexure 3,Refrigerator,QCI / 02018,validation,yearly,specific_date,2026-06-03,2026-06-13,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-007-20260505,QA,VMP Annexure 3,Stability Chamber - I,QCI / 02026,validation,yearly,specific_date,2026-05-05,2026-05-15,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-008-20260603,QA,VMP Annexure 3,Stability Chamber – II,QCI / 02027,validation,yearly,specific_date,2026-06-03,2026-06-13,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-009-20260428,QA,VMP Annexure 3,Vacuum Oven,QCI / 02048,validation,yearly,specific_date,2026-04-28,2026-05-08,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-010-20261204,QA,VMP Annexure 3,Digital Electronic Stop Watch,QCI / 02064,calibration,yearly,specific_date,2026-12-04,2026-12-14,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-011-20260924,QA,VMP Annexure 3,Stability Walk in Chamber,QCI / 02092,validation,yearly,specific_date,2026-09-24,2026-10-04,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-012-20260603,QA,VMP Annexure 3,Water Bath (Digital Display),QCI / 02107,calibration,yearly,specific_date,2026-06-03,2026-06-13,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-014-20260607,QA,VMP Annexure 3,Conductivity meter,QCI/ 2117,calibration,yearly,specific_date,2026-06-07,2026-06-17,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-015-20260509,QA,VMP Annexure 3,GDT Series Master Clock with display,GPS-CS-16,verification,yearly,specific_date,2026-05-09,2026-05-19,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-016-20260721,QA,VMP Annexure 3,Hydrogen gas detector system GT-2500-FLP,UTL/ 4272,calibration,yearly,specific_date,2026-07-21,2026-07-31,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-017-20260721,QA,VMP Annexure 3,Hydrogen gas detector system GT-2500-FLP,UTL/ 4273,calibration,yearly,specific_date,2026-07-21,2026-07-31,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-018-20260721,QA,VMP Annexure 3,Dual Channel Gas Monitor GM-2200-MS,UTL/ 4274,calibration,yearly,specific_date,2026-07-21,2026-07-31,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-019-20260602,QA,VMP Annexure 3,Laminar Air Flow Pathogen Testing Room,QCM / 02002,validation,half-yearly,specific_date,2026-06-02,2026-06-12,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'Six monthly',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-019-20261201,QA,VMP Annexure 3,Laminar Air Flow Pathogen Testing Room,QCM / 02002,validation,half-yearly,specific_date,2026-12-01,2026-12-11,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'Six monthly',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-020-20260603,QA,VMP Annexure 3,Bacteriological Incubator,QCM / 02003,validation,yearly,specific_date,2026-06-03,2026-06-13,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-021-20260603,QA,VMP Annexure 3,Water Bath,QCM / 02006,calibration,yearly,specific_date,2026-06-03,2026-06-13,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-022-20260603,QA,VMP Annexure 3,Incubator-1,QCM / 02010,validation,yearly,specific_date,2026-06-03,2026-06-13,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-023-20260603,QA,VMP Annexure 3,Refrigerator (160 Ltrs.),QCM / 02011,validation,yearly,specific_date,2026-06-03,2026-06-13,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-024-20260603,QA,VMP Annexure 3,Incubator-2,QCM / 02013,validation,yearly,specific_date,2026-06-03,2026-06-13,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-025-20260602,QA,VMP Annexure 3,Laminar Air Flow MLT Room,QCM / 02014,validation,half-yearly,specific_date,2026-06-02,2026-06-12,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'Six monthly',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-025-20261201,QA,VMP Annexure 3,Laminar Air Flow MLT Room,QCM / 02014,validation,half-yearly,specific_date,2026-12-01,2026-12-11,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'Six monthly',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-026-20260602,QA,VMP Annexure 3,Pass Box (Dynamic),QCM / 02018,validation,half-yearly,specific_date,2026-06-02,2026-06-12,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'Six monthly',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-026-20261201,QA,VMP Annexure 3,Pass Box (Dynamic),QCM / 02018,validation,half-yearly,specific_date,2026-12-01,2026-12-11,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'Six monthly',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-027-20260924,QA,VMP Annexure 3,Hot Air Oven,QCM / 02019,validation,yearly,specific_date,2026-09-24,2026-10-04,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-028-20260603,QA,VMP Annexure 3,Incubator-3,QCM / 02029,validation,yearly,specific_date,2026-06-03,2026-06-13,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-029-20261008,QA,VMP Annexure 3,Autoclave II (For Sterilization),QCM / 02030,validation,yearly,specific_date,2026-10-08,2026-10-18,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-031-20260603,QA,VMP Annexure 3,B.O.D Incubator,QCM / 02032,validation,yearly,specific_date,2026-06-03,2026-06-13,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-032-20261008,QA,VMP Annexure 3,Autoclave (Destruction),QCM / 02033,validation,yearly,specific_date,2026-10-08,2026-10-18,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-033-20260603,QA,VMP Annexure 3,pH Meter,QCM / 02021,calibration,yearly,specific_date,2026-06-03,2026-06-13,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP3-034-20260509,QA,VMP Annexure 3,GDT Series Master Clock with display,GPS-CS-20,verification,yearly,specific_date,2026-05-09,2026-05-19,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 3; raw frequency 'Once in a Year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
QA-VMP4-001-20261122,QA,VMP Annexure 4,Data logger,DL-01 to DL-23,calibration,yearly,specific_date,2026-11-22,2026-12-02,,,pending,,pending,qa@enicarpharma.com,,,,Annaexure 4; raw frequency 'Once in a year',QA/VMP 2026  (Annexure 1 to 7)-QA.xlsx
