task_id,department,planner_type,task_name,equipment_or_item_id,activity_type,frequency,due_type,due_date,report_due_date,last_done_date,action_done_date,action_status,report_done_date,report_status,responsible_email,report_link,rescheduled_from,reschedule_reason,remarks,source_file
SOP-UTL-033-20260908,Engineering,SOP Review,Review SOP-UTL-033 - Water Softener Plant,SOP-UTL-033,sop_review,two-yearly,specific_date,2026-09-08,2026-09-18,2024-09-09,,pending,,pending,engineering@enicarpharma.com,,,,SOP INDEX sheet ENGINEERING; issued 2024-09-09,QA_SOP/SOP INDEX.xlsx
SOP-QC-109-20280318,Micro,SOP Review,Review SOP-QC-109 - Growth Promotion Test / Fertility Testing of Microbiological Media,SOP-QC-109,sop_review,two-yearly,specific_date,2028-03-18,2028-03-28,2026-03-19,,pending,,pending,micro@enicarpharma.com,,,,SOP INDEX sheet MICRO; issued 2026-03-19,QA_SOP/SOP INDEX.xlsx
SOP-QC-117-20280318,Micro,SOP Review,Review SOP-QC-117 - Positive and Negative Control,SOP-QC-117,sop_review,two-yearly,specific_date,2028-03-18,2028-03-28,2026-03-19,,pending,,pending,micro@enicarpharma.com,,,,SOP INDEX sheet MICRO; issued 2026-03-19,QA_SOP/SOP INDEX.xlsx
SOP-QC-119-20280318,Micro,SOP Review,Review SOP-QC-119 - Cleaning of Laboratory Glassware,SOP-QC-119,sop_review,two-yearly,specific_date,2028-03-18,2028-03-28,2026-03-19,,pending,,pending,micro@enicarpharma.com,,,,SOP INDEX sheet MICRO; issued 2026-03-19,QA_SOP/SOP INDEX.xlsx
SOP-QC-115-20280319,Micro,SOP Review,Review SOP-QC-115 - Handling and Maintenance of Microbial Cultures,SOP-QC-115,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,micro@enicarpharma.com,,,,SOP INDEX sheet MICRO; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SOP-QC-116-20280319,Micro,SOP Review,Review SOP-QC-116 - Gram Staining and Motility Test,SOP-QC-116,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,micro@enicarpharma.com,,,,SOP INDEX sheet MICRO; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SOP-QC-120-20280319,Micro,SOP Review,Review SOP-QC-120 - Bioassay of Cyanocobalamin (Vitamin B12),SOP-QC-120,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,micro@enicarpharma.com,,,,SOP INDEX sheet MICRO; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SOP-QC-127-20280319,Micro,SOP Review,Review SOP-QC-127 - Microscope,SOP-QC-127,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,micro@enicarpharma.com,,,,SOP INDEX sheet MICRO; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SOP-QC-129-20280319,Micro,SOP Review,Review SOP-QC-129 - Temperature Monitoring of Microbiology Area and Refrigerator,SOP-QC-129,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,micro@enicarpharma.com,,,,SOP INDEX sheet MICRO; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SOP-QC-133-20280319,Micro,SOP Review,Review SOP-QC-133 - Pass Box,SOP-QC-133,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,micro@enicarpharma.com,,,,SOP INDEX sheet MICRO; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SOP-QC-138-20280319,Micro,SOP Review,Review SOP-QC-138 - Hot Air Oven,SOP-QC-138,sop_review,two-yearly,specific_date,2028-03-19,2028-03-29,2026-03-20,,pending,,pending,micro@enicarpharma.com,,,,SOP INDEX sheet MICRO; issued 2026-03-20,QA_SOP/SOP INDEX.xlsx
SOP-QC-132-20280320,Micro,SOP Review,Review SOP-QC-132 - Testing Effectiveness of Antimicrobial Preservative’s,SOP-QC-132,sop_review,two-yearly,specific_date,2028-03-20,2028-03-30,2026-03-21,,pending,,pending,micro@enicarpharma.com,,,,SOP INDEX sheet MICRO; issued 2026-03-21,QA_SOP/SOP INDEX.xlsx
SOP-QC-140-20280320,Micro,SOP Review,Review SOP-QC-140 - Water Bath,SOP-QC-140,sop_review,two-yearly,specific_date,2028-03-20,2028-03-30,2026-03-21,,pending,,pending,micro@enicarpharma.com,,,,SOP INDEX sheet MICRO; issued 2026-03-21,QA_SOP/SOP INDEX.xlsx
SOP-QC-142-20280320,Micro,SOP Review,Review SOP-QC-142 - Bioassay of Antibiotic,SOP-QC-142,sop_review,two-yearly,specific_date,2028-03-20,2028-03-30,2026-03-21,,pending,,pending,micro@enicarpharma.com,,,,SOP INDEX sheet MICRO; issued 2026-03-21,QA_SOP/SOP INDEX.xlsx
SOP-QC-102-20280324,Micro,SOP Review,Review SOP-QC-102 - General Guidelines and Precautions for Working in Microbiology Laboratory,SOP-QC-102,sop_review,two-yearly,specific_date,2028-03-24,2028-04-03,2026-03-25,,pending,,pending,micro@enicarpharma.com,,,,SOP INDEX sheet MICRO; issued 2026-03-25,QA_SOP/SOP INDEX.xlsx
SOP-QC-122-20290719,Micro,SOP Review,Review SOP-QC-122 - Environmental Monitoring by Settle Plate Technique,SOP-QC-122,sop_review,per-schedule,specific_date,2029-07-19,2029-07-29,,,pending,,pending,micro@enicarpharma.com,,,,SOP INDEX sheet MICRO; issued ?,QA_SOP/SOP INDEX.xlsx
SOP-QC-137-20290805,Micro,SOP Review,Review SOP-QC-137 - Operation and Calibration of Weighing Balance,SOP-QC-137,sop_review,three-yearly,specific_date,2029-08-05,2029-08-15,2026-08-06,,pending,,pending,micro@enicarpharma.com,,,,SOP INDEX sheet MICRO; issued 2026-08-06,QA_SOP/SOP INDEX.xlsx
SOP-EHS-002-20270127,PA-EHS,SOP Review,Review SOP-EHS-002 - Standard Operating Procedure General Safety Conduct in The Company Premises.,SOP-EHS-002,sop_review,two-yearly,specific_date,2027-01-27,2027-02-06,2025-01-28,,pending,,pending,Hr@enicarpharma.com,,,,SOP INDEX sheet PA-EHS; issued 2025-01-28,QA_SOP/SOP INDEX.xlsx
SOP-EHS-001-20270203,PA-EHS,SOP Review,Review SOP-EHS-001 - Standard Operating Procedure Role & Responsibility of Safety Incharge,SOP-EHS-001,sop_review,two-yearly,specific_date,2027-02-03,2027-02-13,2025-02-04,,pending,,pending,Hr@enicarpharma.com,,,,SOP INDEX sheet PA-EHS; issued 2025-02-04,QA_SOP/SOP INDEX.xlsx
SOP-EHS-003-20270203,PA-EHS,SOP Review,Review SOP-EHS-003 - Standard Operating Procedure General Safety Conduct at Work Place.,SOP-EHS-003,sop_review,two-yearly,specific_date,2027-02-03,2027-02-13,2025-02-04,,pending,,pending,Hr@enicarpharma.com,,,,SOP INDEX sheet PA-EHS; issued 2025-02-04,QA_SOP/SOP INDEX.xlsx
SOP-EHS-005-20270203,PA-EHS,SOP Review,Review SOP-EHS-005 - Standard Operating Safety Commitee,SOP-EHS-005,sop_review,two-yearly,specific_date,2027-02-03,2027-02-13,2025-02-04,,pending,,pending,Hr@enicarpharma.com,,,,SOP INDEX sheet PA-EHS; issued 2025-02-04,QA_SOP/SOP INDEX.xlsx
SOP-PA-007-20270516,PA-EHS,SOP Review,Review SOP-PA-007 - Induction Training of Employees,SOP-PA-007,sop_review,two-yearly,specific_date,2027-05-16,2027-05-26,2025-05-17,,pending,,pending,Hr@enicarpharma.com,,,,SOP INDEX sheet PA-EHS; issued 2025-05-17,QA_SOP/SOP INDEX.xlsx
SOP-PA-008-20270516,PA-EHS,SOP Review,Review SOP-PA-008 - Recruitment of Employees,SOP-PA-008,sop_review,two-yearly,specific_date,2027-05-16,2027-05-26,2025-05-17,,pending,,pending,Hr@enicarpharma.com,,,,SOP INDEX sheet PA-EHS; issued 2025-05-17,QA_SOP/SOP INDEX.xlsx
SOP-PA-005-20270522,PA-EHS,SOP Review,Review SOP-PA-005 - In-House Laundry,SOP-PA-005,sop_review,two-yearly,specific_date,2027-05-22,2027-06-01,2025-05-23,,pending,,pending,Hr@enicarpharma.com,,,,SOP INDEX sheet PA-EHS; issued 2025-05-23,QA_SOP/SOP INDEX.xlsx
SOP-PA-001-20270924,PA-EHS,SOP Review,Review SOP-PA-001 - Pest & Rodent Control,SOP-PA-001,sop_review,two-yearly,specific_date,2027-09-24,2027-10-04,2025-09-25,,pending,,pending,Hr@enicarpharma.com,,,,SOP INDEX sheet PA-EHS; issued 2025-09-25,QA_SOP/SOP INDEX.xlsx
SOP-PA-003-20280128,PA-EHS,SOP Review,Review SOP-PA-003 - Sanitization / Housekeeping,SOP-PA-003,sop_review,two-yearly,specific_date,2028-01-28,2028-02-07,2026-01-29,,pending,,pending,Hr@enicarpharma.com,,,,SOP INDEX sheet PA-EHS; issued 2026-01-29,QA_SOP/SOP INDEX.xlsx
SOP-PA-006-20280211,PA-EHS,SOP Review,Review SOP-PA-006 - Scrap yard management,SOP-PA-006,sop_review,two-yearly,specific_date,2028-02-11,2028-02-21,2026-02-12,,pending,,pending,Hr@enicarpharma.com,,,,SOP INDEX sheet PA-EHS; issued 2026-02-12,QA_SOP/SOP INDEX.xlsx
SOP-PA-009-20280315,PA-EHS,SOP Review,Review SOP-PA-009 - Healthy And Safety Policy,SOP-PA-009,sop_review,two-yearly,specific_date,2028-03-15,2028-03-25,2026-03-16,,pending,,pending,Hr@enicarpharma.com,,,,SOP INDEX sheet PA-EHS; issued 2026-03-16,QA_SOP/SOP INDEX.xlsx
SOP-PA-010-20280315,PA-EHS,SOP Review,Review SOP-PA-010 - Medical Check-UP,SOP-PA-010,sop_review,two-yearly,specific_date,2028-03-15,2028-03-25,2026-03-16,,pending,,pending,Hr@enicarpharma.com,,,,SOP INDEX sheet PA-EHS; issued 2026-03-16,QA_SOP/SOP INDEX.xlsx
SOP-PA-002-20280318,PA-EHS,SOP Review,Review SOP-PA-002 - Fire Extinguisher,SOP-PA-002,sop_review,two-yearly,specific_date,2028-03-18,2028-03-28,2026-03-19,,pending,,pending,Hr@enicarpharma.com,,,,SOP INDEX sheet PA-EHS; issued 2026-03-19,QA_SOP/SOP INDEX.xlsx
SOP-PA-004-20280402,PA-EHS,SOP Review,Review SOP-PA-004 - Personnel Hygiene,SOP-PA-004,sop_review,two-yearly,specific_date,2028-04-02,2028-04-12,2026-04-03,,pending,,pending,Hr@enicarpharma.com,,,,SOP INDEX sheet PA-EHS; issued 2026-04-03,QA_SOP/SOP INDEX.xlsx
SOP-PR-064-20260803,Production,SOP Review,Review SOP-PR-064 - Premixing Vessel 500 Ltr-1 of 10 KL Manufacturing tank,SOP-PR-064,sop_review,two-yearly,specific_date,2026-08-03,2026-08-13,2024-08-04,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2024-08-04,QA_SOP/SOP INDEX.xlsx
SOP-PR-065-20260803,Production,SOP Review,Review SOP-PR-065 - Premixing Vessel 500 Ltr-1 of 05 KL Manufacturing tank,SOP-PR-065,sop_review,two-yearly,specific_date,2026-08-03,2026-08-13,2024-08-04,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2024-08-04,QA_SOP/SOP INDEX.xlsx
SOP/1-PR-001-20260803,Production,SOP Review,Review SOP/1-PR-001 - Sucrose syrup manufacturing tank,SOP/1-PR-001,sop_review,two-yearly,specific_date,2026-08-03,2026-08-13,2024-08-04,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2024-08-04,QA_SOP/SOP INDEX.xlsx
SOP/1-PR-002-20260803,Production,SOP Review,Review SOP/1-PR-002 - 10 KL Manufacturing tank,SOP/1-PR-002,sop_review,two-yearly,specific_date,2026-08-03,2026-08-13,2024-08-04,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2024-08-04,QA_SOP/SOP INDEX.xlsx
SOP/1-PR-003-20260803,Production,SOP Review,Review SOP/1-PR-003 - 5 KL Manufacturing tank,SOP/1-PR-003,sop_review,two-yearly,specific_date,2026-08-03,2026-08-13,2024-08-04,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2024-08-04,QA_SOP/SOP INDEX.xlsx
SOP/1-PR-004-20260803,Production,SOP Review,Review SOP/1-PR-004 - 10 KL Liquid Storage tank,SOP/1-PR-004,sop_review,two-yearly,specific_date,2026-08-03,2026-08-13,2024-08-04,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2024-08-04,QA_SOP/SOP INDEX.xlsx
SOP/1-PR-006-20260803,Production,SOP Review,Review SOP/1-PR-006 - In Line Homogenizer,SOP/1-PR-006,sop_review,two-yearly,specific_date,2026-08-03,2026-08-13,2024-08-04,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2024-08-04,QA_SOP/SOP INDEX.xlsx
SCP/1-PR-006-20260804,Production,SOP Review,Review SCP/1-PR-006 - Inline homogenizer,SCP/1-PR-006,sop_review,two-yearly,specific_date,2026-08-04,2026-08-14,2024-08-05,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2024-08-05,QA_SOP/SOP INDEX.xlsx
SOP-PR-029-20260916,Production,SOP Review,Review SOP-PR-029 - Dipstick,SOP-PR-029,sop_review,two-yearly,specific_date,2026-09-16,2026-09-26,2024-09-17,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2024-09-17,QA_SOP/SOP INDEX.xlsx
SCP-PR-024-20260927,Production,SOP Review,Review SCP-PR-024 - Sparkler Filter Press,SCP-PR-024,sop_review,two-yearly,specific_date,2026-09-27,2026-10-07,2024-09-28,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2024-09-28,QA_SOP/SOP INDEX.xlsx
CAL-PR-014-20260928,Production,SOP Review,Review CAL-PR-014 - 40 Litre S. S. Vessel,CAL-PR-014,sop_review,two-yearly,specific_date,2026-09-28,2026-10-08,2024-09-29,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2024-09-29,QA_SOP/SOP INDEX.xlsx
SOP-PR-069-20261016,Production,SOP Review,Review SOP-PR-069 - Clean in place System,SOP-PR-069,sop_review,two-yearly,specific_date,2026-10-16,2026-10-26,2024-10-17,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2024-10-17,QA_SOP/SOP INDEX.xlsx
SOP-PR-096-20261115,Production,SOP Review,Review SOP-PR-096 - Sleeve Printing Machine,SOP-PR-096,sop_review,two-yearly,specific_date,2026-11-15,2026-11-25,2024-11-16,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2024-11-16,QA_SOP/SOP INDEX.xlsx
SOP-PR-012-20270106,Production,SOP Review,Review SOP-PR-012 - 8-Head Linear Bottle Filling Machine,SOP-PR-012,sop_review,two-yearly,specific_date,2027-01-06,2027-01-16,2025-01-07,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-01-07,QA_SOP/SOP INDEX.xlsx
SOP-PR-090-20270106,Production,SOP Review,Review SOP-PR-090 - 600 Litre manufacturing Tank,SOP-PR-090,sop_review,two-yearly,specific_date,2027-01-06,2027-01-16,2025-01-07,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-01-07,QA_SOP/SOP INDEX.xlsx
SOP-PR-091-20270106,Production,SOP Review,Review SOP-PR-091 - Litre liquid 600 storage tank,SOP-PR-091,sop_review,two-yearly,specific_date,2027-01-06,2027-01-16,2025-01-07,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-01-07,QA_SOP/SOP INDEX.xlsx
SCP-PR-015-20270323,Production,SOP Review,Review SCP-PR-015 - Self Adhesive Bottle Labeling Machine,SCP-PR-015,sop_review,two-yearly,specific_date,2027-03-23,2027-04-02,2025-03-24,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-03-24,QA_SOP/SOP INDEX.xlsx
SOP-PR-036-20270325,Production,SOP Review,Review SOP-PR-036 - PVC Shrink Machine,SOP-PR-036,sop_review,two-yearly,specific_date,2027-03-25,2027-04-04,2025-03-26,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-03-26,QA_SOP/SOP INDEX.xlsx
SOP-PR-051-20270325,Production,SOP Review,Review SOP-PR-051 - Roller Label Printing Machine,SOP-PR-051,sop_review,two-yearly,specific_date,2027-03-25,2027-04-04,2025-03-26,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-03-26,QA_SOP/SOP INDEX.xlsx
SCP-PR-019-20270326,Production,SOP Review,Review SCP-PR-019 - Visual Inspection Belt,SCP-PR-019,sop_review,two-yearly,specific_date,2027-03-26,2027-04-05,2025-03-27,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-03-27,QA_SOP/SOP INDEX.xlsx
SCP/1-PR-058-20270326,Production,SOP Review,Review SCP/1-PR-058 - Basket filter,SCP/1-PR-058,sop_review,two-yearly,specific_date,2027-03-26,2027-04-05,2025-03-27,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-03-27,QA_SOP/SOP INDEX.xlsx
SOP-PR-019-20270326,Production,SOP Review,Review SOP-PR-019 - Visual Inspection and Liquid Packing,SOP-PR-019,sop_review,two-yearly,specific_date,2027-03-26,2027-04-05,2025-03-27,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-03-27,QA_SOP/SOP INDEX.xlsx
SCP-PR-017-20270327,Production,SOP Review,Review SCP-PR-017 - Conveyor Belt,SCP-PR-017,sop_review,two-yearly,specific_date,2027-03-27,2027-04-06,2025-03-28,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-03-28,QA_SOP/SOP INDEX.xlsx
SOP-PR-017-20270327,Production,SOP Review,Review SOP-PR-017 - Conveyor Belt,SOP-PR-017,sop_review,two-yearly,specific_date,2027-03-27,2027-04-06,2025-03-28,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-03-28,QA_SOP/SOP INDEX.xlsx
SCP-PR-007-20270402,Production,SOP Review,Review SCP-PR-007 - Sucrose Transfer System,SCP-PR-007,sop_review,two-yearly,specific_date,2027-04-02,2027-04-12,2025-04-03,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-04-03,QA_SOP/SOP INDEX.xlsx
SOP-PR-031-20270403,Production,SOP Review,Review SOP-PR-031 - Packing Operation,SOP-PR-031,sop_review,two-yearly,specific_date,2027-04-03,2027-04-13,2025-04-04,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-04-04,QA_SOP/SOP INDEX.xlsx
SOP-PR-079-20270403,Production,SOP Review,"Review SOP-PR-079 - Monitoring of Temperature, Relative Humidity & Differential pressure",SOP-PR-079,sop_review,two-yearly,specific_date,2027-04-03,2027-04-13,2025-04-04,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-04-04,QA_SOP/SOP INDEX.xlsx
SOP/1-PR-067-20270509,Production,SOP Review,Review SOP/1-PR-067 - Pneumatic Transfer Pump,SOP/1-PR-067,sop_review,two-yearly,specific_date,2027-05-09,2027-05-19,2025-05-10,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-10,QA_SOP/SOP INDEX.xlsx
CAL-PR-015-20270511,Production,SOP Review,Review CAL-PR-015 - 1000 kg Load cell of Manufacturing Vessel,CAL-PR-015,sop_review,two-yearly,specific_date,2027-05-11,2027-05-21,2025-05-12,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-12,QA_SOP/SOP INDEX.xlsx
SCP-PR-059-20270511,Production,SOP Review,Review SCP-PR-059 - Pre Mix Manufacturing / Filtration/ Storage/ Decartoning/ Washing/ Filling area of new unit,SCP-PR-059,sop_review,two-yearly,specific_date,2027-05-11,2027-05-21,2025-05-12,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-12,QA_SOP/SOP INDEX.xlsx
SCP-PR-065-20270511,Production,SOP Review,Review SCP-PR-065 - Filtering Bin,SCP-PR-065,sop_review,two-yearly,specific_date,2027-05-11,2027-05-21,2025-05-12,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-12,QA_SOP/SOP INDEX.xlsx
SOP-PR-078-20270511,Production,SOP Review,Review SOP-PR-078 - Dynamic Pass Box,SOP-PR-078,sop_review,two-yearly,specific_date,2027-05-11,2027-05-21,2025-05-12,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-12,QA_SOP/SOP INDEX.xlsx
SOP-PR-097-20270511,Production,SOP Review,Review SOP-PR-097 - Filter Bin,SOP-PR-097,sop_review,two-yearly,specific_date,2027-05-11,2027-05-21,2025-05-12,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-12,QA_SOP/SOP INDEX.xlsx
SOP/1-PR-008-20270511,Production,SOP Review,Review SOP/1-PR-008 - Automatic Rotary Bottle Washing machine,SOP/1-PR-008,sop_review,two-yearly,specific_date,2027-05-11,2027-05-21,2025-05-12,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-12,QA_SOP/SOP INDEX.xlsx
SCP-PR-066-20270512,Production,SOP Review,Review SCP-PR-066 - Cleaning of Footwears,SCP-PR-066,sop_review,two-yearly,specific_date,2027-05-12,2027-05-22,2025-05-13,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-13,QA_SOP/SOP INDEX.xlsx
SOP-PR-015-20270512,Production,SOP Review,Review SOP-PR-015 - Self Adhesive Labelling Machine,SOP-PR-015,sop_review,two-yearly,specific_date,2027-05-12,2027-05-22,2025-05-13,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-13,QA_SOP/SOP INDEX.xlsx
SOP-PR-040-20270512,Production,SOP Review,Review SOP-PR-040 - Disinfection of Drainage Points,SOP-PR-040,sop_review,two-yearly,specific_date,2027-05-12,2027-05-22,2025-05-13,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-13,QA_SOP/SOP INDEX.xlsx
SOP-PR-041-20270512,Production,SOP Review,Review SOP-PR-041 - Sanitization of Production Area by Fumigation,SOP-PR-041,sop_review,two-yearly,specific_date,2027-05-12,2027-05-22,2025-05-13,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-13,QA_SOP/SOP INDEX.xlsx
SOP-PR-098-20270512,Production,SOP Review,Review SOP-PR-098 - Cleaning of floor machine,SOP-PR-098,sop_review,two-yearly,specific_date,2027-05-12,2027-05-22,2025-05-13,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-13,QA_SOP/SOP INDEX.xlsx
SOP-PR-101-20270512,Production,SOP Review,Review SOP-PR-101 - Basket Filter,SOP-PR-101,sop_review,two-yearly,specific_date,2027-05-12,2027-05-22,2025-05-13,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-13,QA_SOP/SOP INDEX.xlsx
SCP-PR-067-20270513,Production,SOP Review,Review SCP-PR-067 - Cleaning of Hose Pipes,SCP-PR-067,sop_review,two-yearly,specific_date,2027-05-13,2027-05-23,2025-05-14,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-14,QA_SOP/SOP INDEX.xlsx
CAL-PR-016-20270515,Production,SOP Review,Review CAL-PR-016 - 750 Litre Water Phase vessel,CAL-PR-016,sop_review,two-yearly,specific_date,2027-05-15,2027-05-25,2025-05-16,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-16,QA_SOP/SOP INDEX.xlsx
SOP-PR-099-20270515,Production,SOP Review,Review SOP-PR-099 - Drying Gun,SOP-PR-099,sop_review,two-yearly,specific_date,2027-05-15,2027-05-25,2025-05-16,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-16,QA_SOP/SOP INDEX.xlsx
SOP-PR-100-20270518,Production,SOP Review,Review SOP-PR-100 - Entry& Exit Procedure to Ointment Core Area,SOP-PR-100,sop_review,two-yearly,specific_date,2027-05-18,2027-05-28,2025-05-19,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-19,QA_SOP/SOP INDEX.xlsx
SOP-PR-043-20270519,Production,SOP Review,Review SOP-PR-043 - High Pressure Cleaning Machine,SOP-PR-043,sop_review,two-yearly,specific_date,2027-05-19,2027-05-29,2025-05-20,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-20,QA_SOP/SOP INDEX.xlsx
SOP-PR-102-20270520,Production,SOP Review,"Review SOP-PR-102 - SOP for Monitoring Temperature, Relative Humidity& Differential Pressure of Ointment Area",SOP-PR-102,sop_review,two-yearly,specific_date,2027-05-20,2027-05-30,2025-05-21,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-21,QA_SOP/SOP INDEX.xlsx
SOP-PR-103-20270520,Production,SOP Review,Review SOP-PR-103 - SOP for Decartoning of Tubes Laminated / Aluminium,SOP-PR-103,sop_review,two-yearly,specific_date,2027-05-20,2027-05-30,2025-05-21,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-21,QA_SOP/SOP INDEX.xlsx
SOP-PR-104-20270521,Production,SOP Review,Review SOP-PR-104 - SOP for 1000 kg Ointment Storage Tank,SOP-PR-104,sop_review,two-yearly,specific_date,2027-05-21,2027-05-31,2025-05-22,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-22,QA_SOP/SOP INDEX.xlsx
SCP-PR-068-20270522,Production,SOP Review,Review SCP-PR-068 - Storage Vessel of Ointment & Cream,SCP-PR-068,sop_review,two-yearly,specific_date,2027-05-22,2027-06-01,2025-05-23,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-23,QA_SOP/SOP INDEX.xlsx
SCP-PR-069-20270522,Production,SOP Review,Review SCP-PR-069 - Manufacturing of Ointment Plant,SCP-PR-069,sop_review,two-yearly,specific_date,2027-05-22,2027-06-01,2025-05-23,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-23,QA_SOP/SOP INDEX.xlsx
SCP-PR-070-20270523,Production,SOP Review,Review SCP-PR-070 - Tube Filling and sealing Machine,SCP-PR-070,sop_review,two-yearly,specific_date,2027-05-23,2027-06-02,2025-05-24,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-24,QA_SOP/SOP INDEX.xlsx
SOP-PR-105-20270523,Production,SOP Review,Review SOP-PR-105 - Over wrapping Machine of Ointment Department,SOP-PR-105,sop_review,two-yearly,specific_date,2027-05-23,2027-06-02,2025-05-24,,pending,,pending,production@enicarpharma.com,,,,SOP INDEX sheet PRODUCTION; issued 2025-05-24,QA_SOP/SOP INDEX.xlsx
